2026-09-04 12:57:12 | INFO     | Starting translation: source=fa target=en | mode=dry-run
2026-09-04 12:57:12 | INFO     | Table ready: acnt.AccountGroupLocalize | base=AccountGroup | fk=AccountGroupId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.AccountTypeLocalize | base=AccountType | fk=AccountTypeId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.FiscalYearLocalize | base=FiscalYear | fk=FiscalYearId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.GeneralAccountLocalize | base=GeneralAccount | fk=GeneralAccountId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.LedgerLocalize | base=Ledger | fk=LedgerId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.NatureTypeLocalize | base=NatureType | fk=NatureTypeId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.SubsidiaryAccountLocalize | base=SubsidiaryAccount | fk=SubsidiaryAccountId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.VoucherStatusLocalize | base=VoucherStatus | fk=VoucherStatusId | translatable_columns=Title, Note | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: acnt.VoucherTypeLocalize | base=VoucherType | fk=VoucherTypeId | translatable_columns=Title, Note, OwnerSubSystem | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: Club.AwardLocalizes | base=Awards | fk=AwardId | translatable_columns=Title, Description | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: Club.DiscountLocalizes | base=Discounts | fk=DiscountId | translatable_columns=Title, Description | pending=1
2026-09-04 12:57:12 | INFO     | Table ready: Club.EarnPointMethodLocalizes | base=EarnPointMethods | fk=EarnPointMethodId | translatable_columns=Title, Description | pending=45
2026-09-04 12:57:12 | INFO     | Table ready: Club.FortuneWheelLocalizes | base=FortuneWheels | fk=FortuneWheelId | translatable_columns=Title, Description | pending=2
2026-09-04 12:57:12 | INFO     | Table ready: Club.LotteryLocalizes | base=Lotteries | fk=LotteryId | translatable_columns=Title, Description | pending=3
2026-09-04 12:57:12 | INFO     | Table ready: Club.LotteryTypeLocalizes | base=LotteryTypes | fk=LotteryTypeId | translatable_columns=Title, Description | pending=6
2026-09-04 12:57:12 | INFO     | Table ready: Club.PeriodLocalizes | base=Periods | fk=PeriodId | translatable_columns=Title, Description | pending=2
2026-09-04 12:57:12 | INFO     | Table ready: Club.PlanLocalizes | base=Plans | fk=PlanId | translatable_columns=Title, Description | pending=3
2026-09-04 12:57:12 | INFO     | Table ready: Club.UsePointMethodLocalizes | base=UsePointMethods | fk=UsePointMethodId | translatable_columns=Title, Description | pending=18
2026-09-04 12:57:12 | INFO     | Table ready: crm.OrganizationSectionsLocalize | base=OrganizationSections | fk=OrganizationSectionId | translatable_columns=Title | pending=7
2026-09-04 12:57:12 | INFO     | Table ready: crm.TicketCommunicationChannelsLocalize | base=TicketCommunicationChannels | fk=TicketCommunicationChannelId | translatable_columns=Title | pending=9
2026-09-04 12:57:12 | INFO     | Table ready: crm.TicketHistoriesLocalize | base=TicketHistories | fk=TicketHistoriesId | translatable_columns=Description | pending=0
2026-09-04 12:57:12 | INFO     | Table ready: crm.TicketsLocalize | base=Tickets | fk=TicketId | translatable_columns=Title | pending=832
2026-09-04 12:57:12 | INFO     | Table ready: crm.TicketStatusesLocalize | base=TicketStatuses | fk=TicketStatusId | translatable_columns=Title | pending=4
2026-09-04 12:57:12 | INFO     | Table ready: crm.TicketThreadResultTypesLocalize | base=TicketThreadResultTypes | fk=TicketThreadResultTypeId | translatable_columns=Title | pending=31
2026-09-04 12:57:12 | INFO     | Table ready: crm.TicketThreadsLocalize | base=TicketThreads | fk=TicketThreadsId | translatable_columns=Title, Description, Hashtag | pending=3149
2026-09-04 12:57:12 | INFO     | Table ready: crm.TicketTopicsLocalize | base=TicketTopics | fk=TicketTopicId | translatable_columns=Title | pending=35
2026-09-04 12:57:12 | INFO     | Table ready: dbo.AccessTypeLocalize | base=AccessType | fk=AccessTypeId | translatable_columns=Title | pending=9
2026-09-04 12:57:12 | INFO     | Table ready: dbo.AcquaintanceTypesLocalize | base=AcquaintanceTypes | fk=AcquaintanceTypeId | translatable_columns=Title | pending=0
